
 num     #instances         #bytes  class name
2958:             1             32  [Lcom.sun.org.apache.xerces.internal.utils.XMLSecurityManager$NameMap;
2959:             1             32  [Lcom.sun.xml.internal.bind.v2.model.core.ID;
2960:             1             32  [Lcom.sun.xml.internal.bind.v2.model.core.WildcardMode;
2961:             1             32  [Lcom.thoughtworks.xstream.core.util.FastField;
2962:             2             32  [Ljava.lang.Enum;
2963:             1             32  [Ljava.lang.OutOfMemoryError;
2964:             1             32  [Ljava.lang.management.MemoryManagerMXBean;
2965:             1             32  [Ljava.security.PublicKey;
2966:             1             32  [Ljava.time.format.DateTimeFormatterBuilder$SettingsParser;
2967:             1             32  [Ljava.time.format.FormatStyle;
2968:             1             32  [Ljava.time.format.ResolverStyle;
2969:             1             32  [Ljava.time.temporal.IsoFields$Field;
2970:             2             32  [Lorg.apache.catalina.Session;
2971:             1             32  [Lorg.apache.coyote.ErrorState;
2972:             1             32  [Lorg.apache.coyote.http11.Http11InputBuffer$HeaderParseStatus;
2973:             1             32  [Lorg.apache.http.conn.util.DomainType;
2974:             1             32  [Lorg.apache.tomcat.util.http.parser.SkipResult;
2975:             1             32  [Lorg.apache.tomcat.util.log.UserDataHelper$Config;
2976:             1             32  [Lorg.apache.tomcat.util.net.AbstractEndpoint$Acceptor$AcceptorState;
2977:             1             32  [Lorg.apache.tomcat.util.net.AbstractEndpoint$BindState;
2978:             1             32  [Lorg.apache.tomcat.util.net.SendfileState;
2979:             1             32  [Lorg.hibernate.validator.internal.engine.valuehandling.UnwrapMode;
2980:             1             32  [Lorg.hibernate.validator.internal.metadata.raw.ConfigurationSource;
2981:             1             32  [Lorg.hibernate.validator.internal.util.ConcurrentReferenceHashMap$ReferenceType;
2982:             1             32  [Lorg.springframework.beans.factory.config.YamlProcessor$MatchStatus;
2983:             1             32  [Lorg.springframework.beans.factory.config.YamlProcessor$ResolutionMethod;
2984:             1             32  [Lorg.springframework.boot.Banner$Mode;
2985:             1             32  [Lorg.springframework.boot.actuate.autoconfigure.EndpointWebMvcAutoConfiguration$ManagementServerPort;
2986:             1             32  [Lorg.springframework.boot.actuate.autoconfigure.ManagementServerProperties$SessionCreationPolicy;
2987:             1             32  [Lorg.springframework.boot.ansi.AnsiOutput$Enabled;
2988:             1             32  [Lorg.springframework.boot.autoconfigure.web.ErrorProperties$IncludeStacktrace;
2989:             1             32  [Lorg.springframework.boot.loader.jar.JarFile$JarFileType;
2990:             1             32  [Lorg.springframework.cglib.proxy.Callback;
2991:             2             32  [Lorg.springframework.core.annotation.AnnotationAttributes;
2992:             1             32  [Lorg.springframework.expression.spel.SpelCompilerMode;
2993:             1             32  [Lorg.springframework.format.datetime.joda.JodaTimeFormatterRegistrar$Type;
2994:             1             32  [Lorg.springframework.jmx.support.RegistrationPolicy;
2995:             1             32  [Lorg.yaml.snakeyaml.DumperOptions$FlowStyle;
2996:             1             32  [Lorg.yaml.snakeyaml.DumperOptions$LineBreak;
2997:             1             32  [Lorg.yaml.snakeyaml.introspector.BeanAccess;
2998:             1             32  [Lsun.nio.fs.NativeBuffer;
2999:             1             32  [Lsun.security.ssl.CipherSuite$HashAlg;
3000:             1             32  [Lsun.security.ssl.CipherType;
3001:             1             32  [[Lcom.google.common.collect.MapMakerInternalMap$EntryFactory;
3002:             1             32  ch.qos.logback.classic.jul.LevelChangePropagator
3003:             1             32  ch.qos.logback.classic.pattern.LevelConverter
3004:             1             32  ch.qos.logback.classic.pattern.LineSeparatorConverter
3005:             1             32  ch.qos.logback.classic.pattern.MessageConverter
3006:             1             32  ch.qos.logback.classic.pattern.ThreadConverter
3007:             1             32  ch.qos.logback.classic.spi.LoggerContextVO
3008:             1             32  ch.qos.logback.core.helpers.CyclicBuffer
3009:             2             32  ch.qos.logback.core.spi.FilterAttachableImpl
3010:             1             32  com.fasterxml.classmate.MemberResolver
3011:             1             32  com.fasterxml.classmate.ResolvedTypeWithMembers$AnnotationHandler
3012:             1             32  com.fasterxml.jackson.core.io.SerializedString
3013:             1             32  com.fasterxml.jackson.databind.ObjectWriter$GeneratorSettings
3014:             1             32  com.fasterxml.jackson.databind.introspect.VisibilityChecker$Std
3015:             2             32  com.fasterxml.jackson.databind.node.JsonNodeFactory
3016:             1             32  com.fasterxml.jackson.databind.ser.std.NumberSerializers$FloatSerializer
3017:             1             32  com.fasterxml.jackson.databind.ser.std.NumberSerializers$IntLikeSerializer
3018:             1             32  com.fasterxml.jackson.databind.ser.std.NumberSerializers$ShortSerializer
3019:             1             32  com.fasterxml.jackson.databind.type.TypeFactory
3020:             1             32  com.fasterxml.jackson.dataformat.xml.util.DefaultXmlPrettyPrinter
3021:             2             32  com.google.common.collect.Interners$WeakInterner
3022:             1             32  com.google.gson.internal.bind.ReflectiveTypeAdapterFactory
3023:             2             32  com.netflix.config.ConcurrentCompositeConfiguration$1
3024:             1             32  com.netflix.discovery.PropertyBasedAzToRegionMapper
3025:             2             32  com.netflix.discovery.converters.Converters$ApplicationConverter
3026:             2             32  com.netflix.discovery.converters.Converters$ApplicationsConverter
3027:             2             32  com.netflix.discovery.converters.Converters$DataCenterInfoConverter
3028:             2             32  com.netflix.discovery.converters.Converters$InstanceInfoConverter
3029:             2             32  com.netflix.discovery.converters.Converters$LeaseInfoConverter
3030:             2             32  com.netflix.discovery.converters.Converters$MetadataConverter
3031:             1             32  com.netflix.discovery.converters.EurekaJacksonCodec
3032:             2             32  com.netflix.discovery.converters.EurekaJacksonCodec$ApplicationDeserializer
3033:             2             32  com.netflix.discovery.converters.EurekaJacksonCodec$ApplicationSerializer
3034:             2             32  com.netflix.discovery.converters.EurekaJacksonCodec$DataCenterInfoDeserializer
3035:             2             32  com.netflix.discovery.converters.EurekaJacksonCodec$DataCenterInfoSerializer
3036:             2             32  com.netflix.discovery.converters.EurekaJacksonCodec$LeaseInfoDeserializer
3037:             2             32  com.netflix.discovery.converters.jackson.EurekaJacksonXmlModifiers$1
3038:             2             32  com.netflix.discovery.endpoint.EndpointUtils$InstanceInfoBasedUrlRandomizer
3039:             1             32  com.netflix.discovery.shared.transport.jersey.ApacheHttpClientConnectionCleaner
3040:             1             32  com.netflix.discovery.shared.transport.jersey.EurekaJerseyClientImpl$EurekaJerseyClientBuilder$MyDefaultApacheHttpClient4Config
3041:             1             32  com.netflix.eureka.DefaultEurekaServerContext
3042:             2             32  com.netflix.eureka.V1AwareInstanceInfoConverter
3043:             1             32  com.netflix.eureka.cluster.ReplicationTaskProcessor
3044:             1             32  com.netflix.eureka.transport.JerseyReplicationClient
3045:             1             32  com.netflix.eureka.util.StatusInfo
3046:             1             32  com.netflix.eureka.util.StatusUtil
3047:             2             32  com.netflix.eureka.util.batcher.AcceptorExecutor$AcceptorRunner
3048:             1             32  com.netflix.eureka.util.batcher.TaskExecutors$1
3049:             1             32  com.netflix.eureka.util.batcher.TaskExecutors$2
3050:             1             32  com.netflix.eureka.util.batcher.TaskExecutors$SingleTaskWorkerRunnable
3051:             1             32  com.netflix.servo.util.ClockWithOffset
3052:             2             32  com.sun.beans.WeakCache
3053:             1             32  com.sun.beans.finder.BeanInfoFinder
3054:             1             32  com.sun.jersey.api.client.Client$1
3055:             1             32  com.sun.jersey.api.model.AbstractSubResourceLocator
3056:             1             32  com.sun.jersey.client.apache4.ApacheHttpClient4Handler
3057:             1             32  com.sun.jersey.core.header.AcceptableMediaType
3058:             2             32  com.sun.jersey.core.impl.provider.entity.ByteArrayProvider
3059:             2             32  com.sun.jersey.core.impl.provider.entity.DataSourceProvider
3060:             2             32  com.sun.jersey.core.impl.provider.entity.EntityHolderReader
3061:             2             32  com.sun.jersey.core.impl.provider.entity.FileProvider
3062:             2             32  com.sun.jersey.core.impl.provider.entity.FormMultivaluedMapProvider
3063:             2             32  com.sun.jersey.core.impl.provider.entity.FormProvider
3064:             2             32  com.sun.jersey.core.impl.provider.entity.InputStreamProvider
3065:             2             32  com.sun.jersey.core.impl.provider.entity.ReaderProvider
3066:             2             32  com.sun.jersey.core.impl.provider.entity.RenderedImageProvider
3067:             2             32  com.sun.jersey.core.impl.provider.entity.SourceProvider$DOMSourceReader
3068:             2             32  com.sun.jersey.core.impl.provider.entity.SourceProvider$SAXSourceReader
3069:             2             32  com.sun.jersey.core.impl.provider.entity.SourceProvider$StreamSourceReader
3070:             2             32  com.sun.jersey.core.impl.provider.entity.StreamingOutputProvider
3071:             2             32  com.sun.jersey.core.impl.provider.entity.StringProvider
3072:             2             32  com.sun.jersey.core.spi.factory.ContextResolverFactory$1
3073:             1             32  com.sun.jersey.server.impl.container.filter.FilterFactory
3074:             1             32  com.sun.jersey.server.impl.container.servlet.JSPTemplateProcessor
3075:             1             32  com.sun.jersey.server.impl.model.method.dispatch.AbstractResourceMethodDispatchProvider$TypeOutInvoker
3076:             2             32  com.sun.jersey.server.impl.model.parameter.HttpContextInjectableProvider$UriInfoInjectable
3077:             1             32  com.sun.jersey.server.impl.resource.SingletonFactory$Singleton
3078:             1             32  com.sun.jersey.server.impl.wadl.WadlFactory
3079:             1             32  com.sun.jmx.mbeanserver.Repository
3080:             2             32  com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$PrologDriver
3081:             2             32  com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$TrailingMiscDriver
3082:             2             32  com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$XMLDeclDriver
3083:             1             32  com.sun.org.apache.xerces.internal.impl.XMLEntityScanner$1
3084:             2             32  com.sun.org.apache.xerces.internal.impl.dv.dtd.ENTITYDatatypeValidator
3085:             2             32  com.sun.org.apache.xerces.internal.jaxp.datatype.DatatypeFactoryImpl
3086:             1             32  com.sun.org.apache.xerces.internal.util.NamespaceSupport
3087:             2             32  com.sun.proxy.$Proxy105
3088:             2             32  com.sun.proxy.$Proxy106
3089:             2             32  com.sun.proxy.$Proxy134
3090:             2             32  com.sun.proxy.$Proxy142
3091:             2             32  com.sun.proxy.$Proxy147
3092:             2             32  com.sun.proxy.$Proxy150
3093:             2             32  com.sun.proxy.$Proxy37
3094:             2             32  com.sun.proxy.$Proxy40
3095:             2             32  com.sun.proxy.$Proxy52
3096:             2             32  com.sun.proxy.$Proxy53
3097:             2             32  com.sun.proxy.$Proxy55
3098:             2             32  com.sun.proxy.$Proxy59
3099:             2             32  com.sun.proxy.$Proxy70
3100:             2             32  com.sun.proxy.$Proxy99
3101:             1             32  com.sun.xml.internal.bind.v2.model.impl.RegistryInfoImpl
3102:             1             32  com.sun.xml.internal.bind.v2.runtime.CompositeStructureBeanInfo
3103:             1             32  com.sun.xml.internal.bind.v2.runtime.NameList
3104:             2             32  com.thoughtworks.xstream.XStream$1
3105:             2             32  com.thoughtworks.xstream.XStream$2
3106:             2             32  com.thoughtworks.xstream.converters.basic.BigDecimalConverter
3107:             2             32  com.thoughtworks.xstream.converters.basic.BigIntegerConverter
3108:             2             32  com.thoughtworks.xstream.converters.basic.CharConverter
3109:             2             32  com.thoughtworks.xstream.converters.basic.DoubleConverter
3110:             2             32  com.thoughtworks.xstream.converters.basic.FloatConverter
3111:             2             32  com.thoughtworks.xstream.converters.basic.IntConverter
3112:             2             32  com.thoughtworks.xstream.converters.basic.LongConverter
3113:             2             32  com.thoughtworks.xstream.converters.basic.NullConverter
3114:             2             32  com.thoughtworks.xstream.converters.basic.ShortConverter
3115:             2             32  com.thoughtworks.xstream.converters.basic.StringBufferConverter
3116:             2             32  com.thoughtworks.xstream.converters.basic.StringBuilderConverter
3117:             2             32  com.thoughtworks.xstream.converters.basic.URIConverter
3118:             2             32  com.thoughtworks.xstream.converters.basic.URLConverter
3119:             2             32  com.thoughtworks.xstream.converters.basic.UUIDConverter
3120:             2             32  com.thoughtworks.xstream.converters.collections.ArrayConverter
3121:             2             32  com.thoughtworks.xstream.converters.collections.BitSetConverter
3122:             2             32  com.thoughtworks.xstream.converters.collections.CharArrayConverter
3123:             2             32  com.thoughtworks.xstream.converters.collections.PropertiesConverter
3124:             2             32  com.thoughtworks.xstream.converters.enums.EnumConverter
3125:             2             32  com.thoughtworks.xstream.converters.enums.EnumSetConverter
3126:             2             32  com.thoughtworks.xstream.converters.extended.ActivationDataFlavorConverter
3127:             2             32  com.thoughtworks.xstream.converters.extended.CharsetConverter
3128:             2             32  com.thoughtworks.xstream.converters.extended.ColorConverter
3129:             2             32  com.thoughtworks.xstream.converters.extended.CurrencyConverter
3130:             2             32  com.thoughtworks.xstream.converters.extended.DurationConverter
3131:             2             32  com.thoughtworks.xstream.converters.extended.EncodedByteArrayConverter
3132:             2             32  com.thoughtworks.xstream.converters.extended.FileConverter
3133:             2             32  com.thoughtworks.xstream.converters.extended.GregorianCalendarConverter
3134:             2             32  com.thoughtworks.xstream.converters.extended.JavaMethodConverter
3135:             2             32  com.thoughtworks.xstream.converters.extended.LocaleConverter
3136:             2             32  com.thoughtworks.xstream.converters.extended.PathConverter
3137:             2             32  com.thoughtworks.xstream.converters.extended.RegexPatternConverter
3138:             2             32  com.thoughtworks.xstream.converters.extended.SqlDateConverter
3139:             2             32  com.thoughtworks.xstream.converters.extended.SqlTimeConverter
3140:             2             32  com.thoughtworks.xstream.converters.extended.SqlTimestampConverter
3141:             2             32  com.thoughtworks.xstream.converters.extended.StackTraceElementConverter
3142:             2             32  com.thoughtworks.xstream.converters.extended.SubjectConverter
3143:             2             32  com.thoughtworks.xstream.converters.reflection.ImmutableFieldKeySorter
3144:             2             32  com.thoughtworks.xstream.core.ClassLoaderReference
3145:             2             32  com.thoughtworks.xstream.core.JVM
3146:             2             32  com.thoughtworks.xstream.core.TreeMarshallingStrategy
3147:             2             32  com.thoughtworks.xstream.mapper.ArrayMapper
3148:             2             32  com.thoughtworks.xstream.mapper.LambdaMapper
3149:             1             32  com.tuling.cloud.study.EurekaApplication$$EnhancerBySpringCGLIB$$7e03100c
3150:             1             32  freemarker.cache.ClassTemplateLoader
3151:             1             32  freemarker.cache.URLTemplateSource
3152:             1             32  freemarker.ext.servlet.HttpSessionHashModel
3153:             2             32  freemarker.template.LoggingAttemptExceptionReporter
3154:             1             32  java.beans.PropertyChangeEvent
3155:             1             32  java.beans.ThreadGroupContext
3156:             1             32  java.beans.ThreadGroupContext$1
3157:             1             32  java.io.WinNTFileSystem
3158:             1             32  java.lang.ArithmeticException
3159:             1             32  java.lang.ArrayIndexOutOfBoundsException
3160:             1             32  java.lang.ArrayStoreException
3161:             1             32  java.lang.ClassCastException
3162:             2             32  java.lang.ClassLoader$3
3163:             1             32  java.lang.IllegalStateException
3164:             1             32  java.lang.NullPointerException
3165:             2             32  java.lang.Shutdown$Lock
3166:             1             32  java.lang.Throwable
3167:             1             32  java.lang.invoke.DirectMethodHandle$Special
3168:             1             32  java.lang.reflect.WeakCache
3169:             2             32  java.nio.ByteOrder
3170:             2             32  java.security.AllPermission
3171:             1             32  java.text.DontCareFieldPosition
3172:             1             32  java.time.format.DateTimeFormatterBuilder$FractionPrinterParser
3173:             2             32  java.time.format.DateTimeFormatterBuilder$StringLiteralPrinterParser
3174:             2             32  java.util.AbstractMap$1
3175:             2             32  java.util.Optional
3176:             1             32  java.util.concurrent.ConcurrentHashMap$ReservationNode
3177:             1             32  java.util.concurrent.ConcurrentSkipListMap$HeadIndex
3178:             2             32  java.util.concurrent.CountDownLatch
3179:             2             32  java.util.concurrent.Executors$FinalizableDelegatedExecutorService
3180:             1             32  java.util.concurrent.atomic.AtomicLongFieldUpdater$CASUpdater
3181:             1             32  java.util.logging.LogManager$SystemLoggerContext
3182:             2             32  javax.crypto.CryptoPolicyParser$GrantEntry
3183:             2             32  javax.crypto.JceSecurity$2
3184:             1             32  javax.management.MBeanConstructorInfo
3185:             2             32  javax.validation.Validation$DefaultValidationProviderResolver
3186:             1             32  jdk.net.ExtendedSocketOptions$1
3187:             1             32  org.apache.catalina.authenticator.jaspic.AuthConfigFactoryImpl
3188:             2             32  org.apache.catalina.connector.CoyoteInputStream
3189:             2             32  org.apache.catalina.connector.CoyoteOutputStream
3190:             2             32  org.apache.catalina.connector.RequestFacade
3191:             2             32  org.apache.catalina.connector.ResponseFacade
3192:             2             32  org.apache.catalina.core.ContainerBase$StartChild
3193:             1             32  org.apache.catalina.mapper.Mapper
3194:             1             32  org.apache.catalina.mapper.Mapper$MappedHost
3195:             1             32  org.apache.coyote.AbstractProtocol$ConnectionHandler
3196:             2             32  org.apache.coyote.http11.Http11InputBuffer$SocketInputBuffer
3197:             2             32  org.apache.coyote.http11.Http11OutputBuffer$SocketOutputBuffer
3198:             2             32  org.apache.coyote.http11.filters.VoidInputFilter
3199:             2             32  org.apache.coyote.http11.filters.VoidOutputFilter
3200:             2             32  org.apache.http.conn.ssl.AllowAllHostnameVerifier
3201:             2             32  org.apache.http.conn.ssl.BrowserCompatHostnameVerifier
3202:             1             32  org.apache.http.conn.ssl.SSLConnectionSocketFactory
3203:             2             32  org.apache.http.conn.ssl.StrictHostnameVerifier
3204:             2             32  org.apache.http.impl.conn.SystemDefaultDnsResolver
3205:             1             32  org.apache.http.util.VersionInfo
3206:             2             32  org.apache.tomcat.util.buf.UDecoder
3207:             1             32  org.apache.tomcat.util.collections.ManagedConcurrentWeakHashMap
3208:             1             32  org.apache.tomcat.util.descriptor.web.LoginConfig
3209:             1             32  org.apache.tomcat.util.digester.RulesBase
3210:             2             32  org.apache.tomcat.util.net.NioBlockingSelector$KeyReference
3211:             1             32  org.apache.tomcat.util.threads.LimitLatch
3212:             1             32  org.apache.tomcat.util.threads.LimitLatch$Sync
3213:             1             32  org.apache.tomcat.util.threads.TaskThreadFactory
3214:             1             32  org.apache.tomcat.websocket.server.WsWriteTimeout
3215:             2             32  org.hibernate.validator.internal.engine.ServiceLoaderBasedConstraintMappingContributor
3216:             2             32  org.hibernate.validator.internal.engine.constraintvalidation.ConstraintValidatorFactoryImpl
3217:             2             32  org.springframework.aop.framework.CglibAopProxy$AdvisedDispatcher
3218:             2             32  org.springframework.aop.framework.CglibAopProxy$DynamicAdvisedInterceptor
3219:             2             32  org.springframework.aop.framework.CglibAopProxy$DynamicUnadvisedInterceptor
3220:             2             32  org.springframework.aop.framework.CglibAopProxy$EqualsInterceptor
3221:             2             32  org.springframework.aop.framework.CglibAopProxy$HashCodeInterceptor
3222:             2             32  org.springframework.beans.factory.parsing.FailFastProblemReporter
3223:             2             32  org.springframework.beans.factory.parsing.PassThroughSourceExtractor
3224:             2             32  org.springframework.beans.factory.support.BeanDefinitionResource
3225:             2             32  org.springframework.beans.factory.support.CglibSubclassingInstantiationStrategy
3226:             2             32  org.springframework.boot.ClearCachesApplicationListener
3227:             1             32  org.springframework.boot.actuate.autoconfigure.EndpointAutoConfiguration$RequestMappingEndpointConfiguration$$EnhancerBySpringCGLIB$$c5ec9e2
3228:             1             32  org.springframework.boot.actuate.autoconfigure.EndpointWebMvcAutoConfiguration$2
3229:             1             32  org.springframework.boot.actuate.autoconfigure.EndpointWebMvcAutoConfiguration$ApplicationContextFilterConfiguration$$EnhancerBySpringCGLIB$$97a8c279
3230:             1             32  org.springframework.boot.actuate.autoconfigure.EndpointWebMvcAutoConfiguration$EndpointWebMvcConfiguration$$EnhancerBySpringCGLIB$$2b1ee575
3231:             1             32  org.springframework.boot.actuate.autoconfigure.HealthIndicatorAutoConfiguration$DiskSpaceHealthIndicatorConfiguration$$EnhancerBySpringCGLIB$$e8446064
3232:             1             32  org.springframework.boot.actuate.autoconfigure.ManagementServerPropertiesAutoConfiguration$$EnhancerBySpringCGLIB$$2bd54620
3233:             1             32  org.springframework.boot.actuate.autoconfigure.MetricExportAutoConfiguration$StatsdConfiguration$$EnhancerBySpringCGLIB$$88c4c8c2
3234:             1             32  org.springframework.boot.actuate.autoconfigure.MetricRepositoryAutoConfiguration$$EnhancerBySpringCGLIB$$5319057f
3235:             1             32  org.springframework.boot.actuate.autoconfigure.PublicMetricsAutoConfiguration$TomcatMetricsConfiguration$$EnhancerBySpringCGLIB$$610eef00
3236:             1             32  org.springframework.boot.actuate.autoconfigure.TraceRepositoryAutoConfiguration$$EnhancerBySpringCGLIB$$9867da60
3237:             1             32  org.springframework.boot.actuate.endpoint.DumpEndpoint
3238:             2             32  org.springframework.boot.actuate.endpoint.MetricReaderPublicMetrics
3239:             2             32  org.springframework.boot.actuate.endpoint.Sanitizer
3240:             1             32  org.springframework.boot.actuate.endpoint.jmx.AuditEventsJmxEndpoint
3241:             1             32  org.springframework.boot.actuate.metrics.export.MetricExporters
3242:             2             32  org.springframework.boot.actuate.metrics.reader.CompositeMetricReader
3243:             2             32  org.springframework.boot.autoconfigure.BackgroundPreinitializer
3244:             2             32  org.springframework.boot.autoconfigure.SharedMetadataReaderFactoryContextInitializer
3245:             2             32  org.springframework.boot.autoconfigure.SharedMetadataReaderFactoryContextInitializer$CachingMetadataReaderFactoryPostProcessor
3246:             2             32  org.springframework.boot.autoconfigure.SharedMetadataReaderFactoryContextInitializer$SharedMetadataReaderFactoryBean
3247:             1             32  org.springframework.boot.autoconfigure.context.ConfigurationPropertiesAutoConfiguration$$EnhancerBySpringCGLIB$$32a48026
3248:             1             32  org.springframework.boot.autoconfigure.gson.GsonAutoConfiguration$$EnhancerBySpringCGLIB$$81d60862
3249:             1             32  org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$$EnhancerBySpringCGLIB$$80ba11f8
3250:             1             32  org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$Jackson2ObjectMapperBuilderCustomizerConfiguration$$EnhancerBySpringCGLIB$$c121c71
3251:             1             32  org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$JacksonObjectMapperConfiguration$$EnhancerBySpringCGLIB$$9eae7469
3252:             1             32  org.springframework.boot.autoconfigure.jmx.ParentAwareNamingStrategy
3253:             2             32  org.springframework.boot.autoconfigure.logging.AutoConfigurationReportLoggingInitializer$AutoConfigurationReportListener
3254:             1             32  org.springframework.boot.autoconfigure.validation.ValidationAutoConfiguration$$EnhancerBySpringCGLIB$$b41a8562
3255:             1             32  org.springframework.boot.autoconfigure.web.DefaultErrorViewResolver
3256:             1             32  org.springframework.boot.autoconfigure.web.DispatcherServletAutoConfiguration$$EnhancerBySpringCGLIB$$388f372c
3257:             1             32  org.springframework.boot.autoconfigure.web.EmbeddedServletContainerAutoConfiguration$$EnhancerBySpringCGLIB$$af87c518
3258:             1             32  org.springframework.boot.autoconfigure.web.EmbeddedServletContainerAutoConfiguration$EmbeddedTomcat$$EnhancerBySpringCGLIB$$f69e37f4
3259:             1             32  org.springframework.boot.autoconfigure.web.GsonHttpMessageConvertersConfiguration$$EnhancerBySpringCGLIB$$1e505e12
3260:             1             32  org.springframework.boot.autoconfigure.web.HttpEncodingProperties
3261:             1             32  org.springframework.boot.autoconfigure.web.JacksonHttpMessageConvertersConfiguration$$EnhancerBySpringCGLIB$$b144e04e
3262:             1             32  org.springframework.boot.autoconfigure.web.JacksonHttpMessageConvertersConfiguration$MappingJackson2HttpMessageConverterConfiguration$$EnhancerBySpringCGLIB$$1e5747d8
3263:             1             32  org.springframework.boot.autoconfigure.web.JacksonHttpMessageConvertersConfiguration$MappingJackson2XmlHttpMessageConverterConfiguration$$EnhancerBySpringCGLIB$$51c5d5
3264:             1             32  org.springframework.boot.autoconfigure.web.MultipartProperties
3265:             1             32  org.springframework.boot.autoconfigure.web.NonRecursivePropertyPlaceholderHelper
3266:             2             32  org.springframework.boot.autoconfigure.web.OnEnabledResourceChainCondition
3267:             1             32  org.springframework.boot.autoconfigure.web.ResourceProperties
3268:             1             32  org.springframework.boot.autoconfigure.web.ServerProperties$Session
3269:             1             32  org.springframework.boot.autoconfigure.web.ServerPropertiesAutoConfiguration$$EnhancerBySpringCGLIB$$f97070a8
3270:             1             32  org.springframework.boot.autoconfigure.web.WebClientAutoConfiguration$$EnhancerBySpringCGLIB$$53ba198b
3271:             1             32  org.springframework.boot.autoconfigure.web.WebMvcAutoConfiguration$$EnhancerBySpringCGLIB$$b257de18
3272:             1             32  org.springframework.boot.autoconfigure.websocket.WebSocketAutoConfiguration$$EnhancerBySpringCGLIB$$55cb8930
3273:             1             32  org.springframework.boot.autoconfigure.websocket.WebSocketAutoConfiguration$TomcatWebSocketConfiguration$$EnhancerBySpringCGLIB$$71ed7501
3274:             2             32  org.springframework.boot.bind.RelaxedDataBinder$BeanPath$MapIndexNode
3275:             2             32  org.springframework.boot.context.ConfigurationWarningsApplicationContextInitializer
3276:             2             32  org.springframework.boot.context.ConfigurationWarningsApplicationContextInitializer$ComponentScanPackageCheck
3277:             2             32  org.springframework.boot.context.ConfigurationWarningsApplicationContextInitializer$ConfigurationWarningsPostProcessor
3278:             2             32  org.springframework.boot.context.FileEncodingApplicationListener
3279:             2             32  org.springframework.boot.context.config.AnsiOutputApplicationListener
3280:             2             32  org.springframework.boot.context.config.DelegatingApplicationContextInitializer
3281:             1             32  org.springframework.boot.context.embedded.Compression
3282:             1             32  org.springframework.boot.context.embedded.EmbeddedServletContainerInitializedEvent
3283:             2             32  org.springframework.boot.context.embedded.MimeMappings
3284:             2             32  org.springframework.boot.context.embedded.ServerPortInfoApplicationContextInitializer
3285:             2             32  org.springframework.boot.context.embedded.ServerPortInfoApplicationContextInitializer$1
3286:             1             32  org.springframework.boot.context.embedded.tomcat.SkipPatternJarScanner
3287:             1             32  org.springframework.boot.context.embedded.tomcat.TomcatEmbeddedServletContainer
3288:             1             32  org.springframework.boot.context.event.ApplicationReadyEvent
3289:             2             32  org.springframework.boot.context.properties.ConfigurationPropertiesBindingPostProcessor$FlatPropertySources
3290:             2             32  org.springframework.boot.liquibase.LiquibaseServiceLocatorApplicationListener
3291:             2             32  org.springframework.boot.logging.ClasspathLoggingApplicationListener
3292:             2             32  org.springframework.boot.logging.DeferredLog
3293:             1             32  org.springframework.boot.logging.logback.LogbackLoggingSystem$1
3294:             1             32  org.springframework.cglib.core.AbstractClassGenerator$ClassLoaderData
3295:             1             32  org.springframework.cglib.core.ClassNameReader$EarlyExitException
3296:             2             32  org.springframework.cglib.proxy.DispatcherGenerator
3297:             1             32  org.springframework.cloud.autoconfigure.LifecycleMvcEndpointAutoConfiguration$$EnhancerBySpringCGLIB$$f3bb6348
3298:             1             32  org.springframework.cloud.autoconfigure.RefreshAutoConfiguration$$EnhancerBySpringCGLIB$$41b880
3299:             1             32  org.springframework.cloud.autoconfigure.RefreshEndpointAutoConfiguration$$EnhancerBySpringCGLIB$$893f9cb
3300:             1             32  org.springframework.cloud.autoconfigure.RefreshEndpointAutoConfiguration$RefreshEndpointConfiguration$$EnhancerBySpringCGLIB$$cb668c39
3301:             2             32  org.springframework.cloud.bootstrap.BootstrapApplicationListener
3302:             1             32  org.springframework.cloud.bootstrap.BootstrapApplicationListener$ExtendedDefaultPropertySource
3303:             2             32  org.springframework.cloud.bootstrap.LoggingSystemShutdownListener
3304:             1             32  org.springframework.cloud.bootstrap.encrypt.KeyProperties
3305:             1             32  org.springframework.cloud.bootstrap.encrypt.KeyProperties$KeyStore
3306:             1             32  org.springframework.cloud.client.CommonsClientAutoConfiguration$$EnhancerBySpringCGLIB$$62b1d7d4
3307:             1             32  org.springframework.cloud.client.CommonsClientAutoConfiguration$DiscoveryLoadBalancerConfiguration$$EnhancerBySpringCGLIB$$c76186b4
3308:             1             32  org.springframework.cloud.client.discovery.composite.CompositeDiscoveryClientAutoConfiguration$$EnhancerBySpringCGLIB$$8c0b2268
3309:             1             32  org.springframework.cloud.client.discovery.event.InstanceRegisteredEvent
3310:             1             32  org.springframework.cloud.client.discovery.health.DiscoveryClientHealthIndicator
3311:             2             32  org.springframework.cloud.client.discovery.health.DiscoveryCompositeHealthIndicator$Holder
3312:             1             32  org.springframework.cloud.client.loadbalancer.AsyncLoadBalancerAutoConfiguration$$EnhancerBySpringCGLIB$$5173f3bb
